date,time,open,high,low,close,isPositive,isBig,isSmall,isBald,isHair,isBeard,isHammer,isUmbrella,isCross,isDragonfly,isTower,isUpTrend
2021.01.04,00:00,102.947,103.043,102.937,102.99,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.04,01:00,102.994,103.063,102.982,103.007,True,False,False,False,True,False,False,False,False,False,True,False
2021.01.04,02:00,103.005,103.061,102.979,102.998,False,False,False,False,True,False,False,False,False,False,True,False
2021.01.04,03:00,102.989,103.012,102.85,102.916,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.04,04:00,102.911,102.922,102.767,102.807,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.04,05:00,102.804,102.812,102.712,102.751,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.04,06:00,102.743,102.806,102.713,102.805,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.04,07:00,102.8,102.882,102.787,102.881,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.04,08:00,102.858,102.935,102.848,102.904,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.04,09:00,102.908,103.057,102.898,103.009,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.04,10:00,103.027,103.078,102.998,103.055,True,False,False,False,False,False,False,False,True,False,False,False
2021.01.04,11:00,103.053,103.253,103.031,103.119,True,False,False,False,True,False,True,False,False,False,False,False
2021.01.04,12:00,103.129,103.205,103.102,103.181,True,False,True,False,False,False,False,False,False,False,False,False
2021.01.04,13:00,103.187,103.197,103.125,103.173,False,False,False,False,False,True,False,False,False,True,False,False
2021.01.04,14:00,103.174,103.177,103.125,103.132,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.04,15:00,103.13,103.187,103.11,103.122,False,False,False,False,True,False,False,False,False,False,True,False
2021.01.04,16:00,103.111,103.193,103.104,103.162,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.04,17:00,103.139,103.176,103.1,103.119,False,False,False,False,True,False,False,False,False,False,True,False
2021.01.04,18:00,103.1,103.129,103.079,103.128,True,False,False,False,False,True,False,False,False,True,False,False
2021.01.04,19:00,103.118,103.17,103.103,103.135,True,False,False,False,True,False,False,False,False,False,True,False
2021.01.04,20:00,103.135,103.19,103.076,103.102,False,False,False,False,True,False,False,False,False,False,False,False
2021.01.04,21:00,103.122,103.156,103.101,103.112,False,False,False,False,True,False,False,False,False,False,True,False
2021.01.04,22:00,103.125,103.151,103.107,103.116,False,False,False,False,True,False,False,False,False,False,True,False
2021.01.04,23:00,103.112,103.126,103.021,103.025,False,False,False,False,True,False,False,False,False,False,False,False
2021.01.05,00:00,103.032,103.047,102.974,102.973,False,False,False,False,True,False,False,False,False,False,False,False
2021.01.05,01:00,102.994,102.995,102.934,102.955,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,02:00,102.954,102.971,102.887,102.915,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.05,03:00,102.92,102.996,102.877,102.926,True,False,False,False,False,False,False,False,True,False,False,False
2021.01.05,04:00,102.949,102.961,102.879,102.91,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,05:00,102.908,102.919,102.812,102.841,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,06:00,102.835,102.886,102.797,102.882,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,07:00,102.875,102.886,102.796,102.822,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,08:00,102.818,102.941,102.796,102.892,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.05,09:00,102.891,102.93,102.858,102.922,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,10:00,102.916,102.927,102.805,102.87,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,11:00,102.817,102.946,102.773,102.782,False,False,False,False,True,False,True,False,False,False,False,False
2021.01.05,12:00,102.788,102.82,102.664,102.701,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.05,13:00,102.703,102.709,102.604,102.65,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,14:00,102.652,102.682,102.636,102.652,True,False,False,False,True,False,False,False,False,False,True,False
2021.01.05,15:00,102.649,102.679,102.63,102.639,False,False,False,False,True,False,False,False,False,False,True,False
2021.01.05,16:00,102.636,102.723,102.627,102.719,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,17:00,102.697,102.752,102.677,102.682,False,False,False,False,True,False,False,False,False,False,True,False
2021.01.05,18:00,102.689,102.755,102.676,102.709,True,False,False,False,True,False,False,False,False,False,True,False
2021.01.05,19:00,102.718,102.72,102.648,102.692,False,False,False,False,False,True,False,False,False,True,False,False
2021.01.05,20:00,102.684,102.704,102.591,102.649,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.05,21:00,102.673,102.824,102.649,102.781,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.05,22:00,102.773,102.869,102.742,102.835,True,False,True,False,False,False,False,False,False,False,False,False
2021.01.05,23:00,102.833,102.849,102.769,102.805,False,False,False,False,False,True,False,False,False,True,False,False
2021.01.06,00:00,102.807,102.834,102.714,102.814,True,False,False,False,False,True,False,False,False,True,False,False
2021.01.06,01:00,102.819,102.83,102.746,102.783,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,02:00,102.787,102.791,102.716,102.732,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,03:00,102.722,102.801,102.674,102.796,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,04:00,102.739,102.841,102.733,102.823,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.06,05:00,102.826,102.884,102.775,102.863,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,06:00,102.863,102.866,102.814,102.841,False,False,False,False,False,True,False,False,False,True,False,False
2021.01.06,07:00,102.841,102.848,102.758,102.799,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,08:00,102.798,102.978,102.767,102.961,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,09:00,102.93,103.201,102.894,103.186,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,10:00,103.174,103.254,103.148,103.225,True,False,True,False,False,False,False,False,False,False,False,False
2021.01.06,11:00,103.205,103.444,103.196,103.387,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.06,12:00,103.384,103.404,103.25,103.272,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.06,13:00,103.262,103.277,103.203,103.22,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.06,14:00,103.209,103.228,103.132,103.183,False,False,False,False,False,True,False,False,False,True,False,False
2021.01.06,15:00,103.155,103.243,103.07,103.125,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.06,16:00,103.135,103.136,102.943,103.031,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,17:00,103.035,103.083,102.964,102.993,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.06,18:00,103.032,103.09,102.964,103.084,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.06,19:00,103.061,103.09,103.013,103.042,False,False,False,False,False,False,False,False,True,False,False,False
2021.01.06,20:00,103.021,103.074,102.951,103.029,True,False,False,False,False,False,False,False,True,False,False,False
2021.01.06,21:00,103.052,103.161,103.023,103.126,True,False,True,False,False,False,False,False,False,False,False,False
2021.01.06,22:00,103.144,103.247,103.12,103.163,True,False,False,False,True,False,False,False,False,False,True,False
2021.01.06,23:00,103.185,103.186,103.112,103.148,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.07,00:00,103.127,103.153,103.094,103.126,False,False,False,False,False,False,False,False,True,False,False,False
2021.01.07,01:00,103.125,103.225,103.126,103.208,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.07,02:00,103.212,103.255,103.18,103.223,True,False,False,False,False,False,False,False,True,False,False,False
2021.01.07,03:00,103.208,103.379,103.201,103.362,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.07,04:00,103.365,103.457,103.328,103.41,True,False,True,False,False,False,False,False,False,False,False,False
2021.01.07,05:00,103.391,103.583,103.385,103.56,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.07,06:00,103.566,103.707,103.508,103.672,True,False,True,False,False,False,False,False,False,False,False,False
2021.01.07,07:00,103.671,103.744,103.606,103.733,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.07,08:00,103.678,103.749,103.569,103.627,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.07,09:00,103.617,103.645,103.519,103.613,False,False,False,False,False,True,False,False,False,True,False,False
2021.01.07,10:00,103.625,103.837,103.562,103.789,True,False,True,False,False,False,False,False,False,False,False,False
2021.01.07,11:00,103.794,103.955,103.747,103.931,True,False,False,False,False,True,False,False,False,False,False,False
2021.01.07,12:00,103.937,103.946,103.747,103.835,False,False,False,False,False,True,False,False,False,False,False,False
2021.01.07,13:00,103.842,103.957,103.832,103.879,True,False,False,False,True,False,False,False,False,False,False,False
2021.01.07,14:00,103.881,103.9,103.803,103.822,False,False,True,False,False,False,False,False,False,False,False,False
2021.01.07,15:00,103.808,103.878,103.794,103.825,True,False,False,False,True,False,False,False,False,False,True,False
2021.01.07,16:00,103.873,103.892,103.804,103.851,False,False,False,False,False,True,False,False,False,True,False,False
2021.01.07,17:00,103.841,103.862,103.791,103.795,False,False,False,False,True,False,False,False,False,False,False,False
2021.01.07,18:00,103.796,103.858,103.789,103.826,True,False,False,False,True,False,False,False,False,False,True,False
2021.01.07,19:00,103.849,103.85,103.777,103.812,False,False,False,False,False,True,False,False,False,False,False,False
